influence	blend_in	special	leader	authority
7014	no	yes	yes	no	no
7015	no	yes	yes	no	yes
7016	no	no	no	yes	no
7017	yes	yes	no	yes	no
7018	yes	no	no	yes	no
7019	yes	yes	yes	yes	no
7020	yes	yes	no	no	yes
7021	no	no	yes	no	yes
7022	no	yes	no	no	no
7023	yes	yes	yes	yes	yes
7024	no	yes	no	no	no
7025	no	yes	yes	no	yes
7026	yes	yes	yes	yes	yes
7027	yes	no	no	yes	yes
7028	yes	yes	no	no	no
7029	no	yes	no	no	no
7030	yes	no	no	no	yes
7031	no	yes	no	no	no
7032	yes	yes	no	no	yes
7033	no	yes	no	no	no
7034	no	yes	no	yes	no
7035	yes	no	yes	yes	yes
7036	yes	yes	no	no	no
7037	no	yes	no	no	no
7038	yes	no	yes	yes	yes
7039	no	yes	no	no	yes
7040	no	no	no	no	yes
7041	yes	no	yes	yes	no
7042	yes	yes	yes	yes	yes
7043	yes	yes	yes	yes	no
7044	no	yes	no	no	yes
7045	no	yes	yes	yes	no
7046	yes	yes	no	no	no
7047	yes	yes	yes	no	no
7048	yes	no	yes	yes	yes
7049	no	yes	yes	no	yes
7050	no	yes	no	no	no
7051	yes	yes	yes	no	no
7052	yes	yes	no	no	yes
7053	no	yes	no	yes	no
7054	no	yes	no	yes	no
7055	no	yes	no	no	no
7056	yes	no	yes	yes	yes
7057	no	no	yes	no	no
7058	no	yes	yes	yes	no
7059	yes	no	yes	yes	yes
7060	yes	no	yes	yes	yes
7061	no	yes	no	no	no
7062	yes	no	yes	yes	yes
7063	yes	yes	no	yes	no
7064	no	yes	no	no	no
7065	no	yes	no	no	no
7066	no	yes	no	yes	yes
7067	yes	no	no	yes	no
7068	no	yes	yes	no	yes
7069	yes	yes	no	yes	yes
7070	yes	yes	no	no	no
7071	no	yes	no	no	no
7072	no	no	no	yes	no
7073	yes	yes	no	no	no
7074	no	yes	yes	no	no
7075	yes	no	no	yes	no
7076	no	yes	no	no	yes
7077	no	yes	yes	no	no
7078	no	yes	yes	no	yes
7079	yes	yes	yes	yes	yes
7080	no	yes	no	yes	yes
7081	yes	no	yes	no	no
7082	no	yes	yes	no	yes
7083	yes	yes	no	yes	yes
7084	no	yes	no	yes	yes
7085	yes	no	yes	yes	yes
7086	yes	yes	no	yes	no
7087	yes	yes	yes	no	no
7088	yes	yes	yes	yes	yes
7089	yes	no	yes	yes	yes
7090	no	yes	no	no	no
7091	yes	no	yes	yes	yes
7092	yes	yes	yes	yes	no
7093	yes	no	no	yes	yes
7094	no	yes	yes	no	yes
7095	yes	no	yes	yes	yes
7096	no	yes	yes	yes	no
7097	yes	yes	yes	yes	no
7098	no	yes	no	yes	no
7099	yes	yes	yes	yes	yes
7100	yes	yes	no	no	no
7101	yes	no	no	yes	no
7102	no	yes	yes	yes	no
7103	yes	yes	no	yes	no
7104	yes	yes	no	no	no
7105	no	yes	no	no	no
7106	no	yes	no	yes	yes
7107	no	yes	no	no	no
7108	yes	yes	yes	yes	yes
7109	yes	yes	no	yes	no
7110	yes	no	no	no	yes
7111	yes	yes	yes	yes	yes
7112	yes	yes	no	yes	yes
7113	no	yes	no	yes	yes
7114	no	yes	yes	no	no
7115	no	yes	no	no	no
7116	no	yes	no	no	yes
7117	yes	no	no	yes	no
7118	no	no	no	yes	yes
7119	yes	yes	no	no	no
7120	yes	yes	no	yes	no
7121	no	yes	no	yes	yes
7122	yes	yes	no	no	no
7123	no	yes	no	no	no
7124	yes	yes	no	yes	yes
7125	yes	yes	no	yes	no
7126	yes	yes	yes	no	yes
7127	yes	yes	no	yes	yes
7128	no	yes	no	no	no
7129	yes	yes	no	no	yes
7130	no	yes	no	no	no
7131	no	yes	no	no	no
7132	yes	yes	yes	no	no
7133	no	yes	yes	no	no
7134	no	yes	yes	no	no
7135	yes	yes	no	no	no
7136	no	no	yes	no	no
7137	yes	no	yes	yes	yes
7138	no	no	yes	yes	yes
7139	no	yes	no	no	no
7140	yes	yes	no	no	yes
7141	yes	yes	no	yes	no
7142	no	yes	no	no	yes
7143	no	yes	yes	yes	yes
7144	yes	no	no	no	no
7145	no	no	yes	yes	yes
7146	no	yes	no	no	no
7147	yes	yes	no	no	no
7148	yes	yes	no	no	no
7149	yes	yes	no	no	no
7150	yes	yes	yes	yes	yes
7151	yes	yes	no	no	no
7152	no	yes	no	no	no
7153	no	yes	yes	no	no
7154	yes	no	yes	yes	no
7155	yes	no	yes	yes	yes
7156	no	no	yes	yes	no
7157	no	no	yes	yes	no
7158	no	yes	yes	yes	no
7159	yes	yes	no	yes	no
7160	no	yes	no	no	no
7161	yes	no	yes	yes	yes
7162	yes	yes	no	no	no
7163	no	yes	no	no	no
7164	yes	yes	no	no	no
7165	no	yes	no	yes	no
7166	yes	no	yes	yes	yes
7167	yes	no	no	yes	yes
7168	yes	no	yes	no	no
7169	no	yes	no	no	yes
7170	yes	yes	yes	yes	yes
7171	no	yes	yes	no	no
7172	no	yes	yes	no	no
7173	yes	yes	no	yes	no
7174	yes	yes	yes	no	no
7175	no	yes	no	no	no
7176	yes	yes	yes	yes	yes
7177	yes	yes	no	yes	no
7178	no	yes	yes	no	no
7179	yes	no	yes	yes	yes
7180	no	no	yes	yes	yes
7181	yes	yes	yes	yes	no
7182	no	yes	yes	no	yes
7183	yes	yes	no	yes	yes
7184	no	yes	no	no	yes
7185	no	yes	no	yes	no
7186	no	yes	no	no	no
7187	yes	no	no	yes	yes
7188	yes	yes	yes	no	no
7189	yes	yes	yes	no	no
7190	no	yes	no	yes	yes
7191	yes	yes	no	no	yes
7192	no	no	yes	yes	yes
7193	yes	no	yes	yes	no
7194	yes	yes	yes	no	yes
7195	yes	yes	no	no	no
7196	no	yes	no	no	no
7197	no	yes	yes	no	no
7198	no	no	yes	yes	no
7199	no	yes	yes	no	no
7200	yes	yes	no	no	no
7201	no	yes	no	yes	yes
7202	no	yes	no	yes	no
7203	no	yes	no	yes	no
7204	yes	no	no	yes	no
7205	yes	yes	yes	yes	yes
7206	yes	no	yes	yes	yes
7207	yes	no	yes	no	no
7208	no	yes	no	no	no
7209	yes	yes	yes	yes	yes
7210	no	yes	yes	no	no
7211	yes	no	no	yes	yes
7212	yes	yes	yes	no	no
7213	no	yes	no	no	no
7214	yes	no	no	no	no
7215	no	yes	yes	no	no
7216	yes	yes	no	no	no
7217	no	yes	no	no	no
7218	no	yes	yes	yes	no
7219	yes	yes	yes	yes	no
7220	yes	yes	yes	no	no
7221	yes	yes	no	yes	no
7222	no	yes	yes	no	no
7223	no	yes	no	no	yes
7224	yes	yes	no	yes	yes
7225	no	yes	no	yes	no
7226	yes	yes	yes	yes	yes
7227	yes	yes	yes	yes	yes
7228	yes	no	yes	yes	no
7229	no	yes	yes	no	no
7230	yes	yes	no	no	yes
7231	no	yes	no	no	no
7232	yes	no	no	no	yes
7233	yes	yes	yes	yes	yes
7234	no	yes	no	no	no
7235	yes	no	no	yes	no
7236	yes	yes	no	yes	yes
7237	yes	no	no	yes	yes
7238	no	no	no	yes	no
7239	no	yes	no	no	no
7240	yes	no	no	no	no
7241	no	yes	no	no	no
7242	yes	yes	no	no	no
7243	yes	yes	yes	no	yes
7244	no	no	no	no	no
7245	yes	yes	no	yes	no
7246	yes	yes	no	no	no
7247	yes	yes	yes	no	no
7248	yes	yes	no	yes	no
7249	yes	yes	yes	no	no
7250	yes	yes	yes	no	yes
7251	yes	yes	no	no	no
7252	yes	yes	yes	no	yes
7253	yes	no	yes	yes	yes
7254	yes	yes	no	yes	yes
7255	yes	yes	yes	no	yes
7256	yes	yes	no	yes	yes
7257	yes	no	yes	yes	yes
7258	yes	yes	no	yes	no
7259	yes	yes	no	no	yes
7260	yes	no	yes	yes	yes
7261	yes	no	yes	no	yes
7262	yes	no	yes	yes	yes
7263	yes	no	yes	yes	yes
7264	yes	no	yes	no	no
7265	no	yes	yes	no	no
7266	yes	yes	yes	yes	no
7267	yes	no	no	yes	yes
7268	yes	yes	yes	yes	yes
7269	yes	no	yes	yes	yes
7270	yes	no	yes	yes	no
7271	yes	no	no	yes	no
7272	yes	no	no	yes	yes
7273	yes	yes	no	yes	yes
7274	yes	yes	no	yes	no
7275	yes	yes	no	yes	no
7276	yes	yes	yes	yes	no
7277	no	yes	no	no	no
7278	yes	yes	yes	yes	no
7279	yes	yes	no	yes	no
7280	yes	no	yes	yes	no
7281	yes	yes	no	no	no
7282	yes	yes	yes	yes	yes
7283	yes	yes	no	no	no
7284	no	yes	no	no	no
7285	no	yes	yes	no	no
7286	yes	yes	no	no	yes
7287	yes	yes	no	no	no
7288	yes	yes	no	no	no
7289	yes	yes	no	no	no
7290	no	yes	yes	no	no
7291	yes	no	no	yes	yes
7292	no	yes	yes	yes	no
7293	yes	no	yes	yes	no
7294	yes	yes	no	yes	no
7295	no	yes	no	no	no
7296	no	yes	no	no	no
7297	yes	yes	yes	no	no
7298	yes	yes	yes	yes	yes
7299	no	yes	yes	yes	no
7300	no	yes	no	no	no
7301	yes	no	yes	yes	no
7302	no	yes	no	no	no
7303	no	yes	no	no	no
7304	no	yes	yes	yes	yes
7305	no	yes	yes	no	no
7306	yes	yes	no	no	no
7307	no	yes	no	yes	yes
7308	yes	yes	yes	yes	no
7309	yes	no	no	no	no
7310	yes	no	no	no	no
7311	no	yes	no	no	no
7312	no	yes	no	no	yes
7313	yes	no	no	yes	no
7314	no	yes	no	no	no
7315	yes	no	yes	yes	yes
7316	yes	yes	no	yes	no
7317	no	yes	no	no	no
7318	yes	yes	yes	no	no
7319	yes	no	yes	yes	yes
7320	yes	no	yes	no	no
7321	yes	no	no	yes	yes
7322	yes	no	yes	no	yes
7323	no	yes	yes	yes	yes
7324	no	yes	yes	no	no
7325	no	yes	no	yes	no
7326	no	yes	no	no	no
7327	yes	yes	no	yes	no
7328	yes	yes	no	yes	no
7329	yes	yes	no	yes	no
7330	yes	yes	yes	no	yes
7331	no	no	no	no	no
7332	yes	yes	yes	no	yes
7333	yes	yes	no	no	no
7334	no	yes	yes	no	no
7335	yes	yes	yes	no	no
7336	yes	yes	no	no	no
7337	no	yes	yes	no	no
7338	no	yes	no	no	yes
7339	no	yes	no	no	no
7340	no	yes	no	no	no
7341	yes	yes	no	no	yes
7342	yes	no	yes	yes	yes
7343	no	yes	no	no	no
7344	yes	yes	yes	no	yes
7345	yes	yes	yes	yes	no
7346	no	yes	no	yes	no
7347	no	yes	no	no	yes
7348	yes	yes	yes	no	no
7349	no	yes	yes	yes	yes
7350	yes	yes	no	yes	yes
7351	no	no	no	no	no
7352	yes	yes	yes	no	yes
7353	no	yes	no	no	yes
7354	no	yes	yes	yes	no
7355	yes	yes	yes	no	no
7356	yes	yes	yes	yes	yes
7357	yes	yes	no	yes	no
7358	yes	no	yes	yes	yes
7359	yes	yes	no	no	no
7360	no	yes	no	no	no
7361	no	yes	no	no	no
7362	yes	yes	yes	no	no
7363	yes	yes	yes	yes	yes
7364	yes	yes	yes	yes	no
7365	no	yes	no	no	yes
7366	no	no	no	no	no
7367	no	yes	no	no	no
7368	yes	yes	yes	no	yes
7369	no	yes	yes	no	yes
7370	yes	yes	no	yes	no
7371	yes	no	no	yes	yes
7372	no	yes	no	no	no
7373	no	yes	no	yes	yes
7374	no	yes	no	no	no
7375	yes	yes	yes	no	no
7376	yes	no	no	yes	yes
7377	yes	yes	no	no	no
7378	yes	no	no	yes	yes
7379	yes	no	yes	no	yes
7380	yes	yes	no	no	no
7381	no	no	no	yes	no
7382	yes	no	no	no	no
7383	no	yes	no	no	no
7384	no	yes	no	no	no
7385	no	yes	yes	no	no
7386	yes	yes	yes	no	no
7387	yes	no	yes	no	no
7388	yes	yes	no	yes	yes
7389	no	yes	no	no	no
7390	yes	yes	yes	no	no
7391	yes	yes	yes	no	yes
7392	yes	yes	no	no	no
7393	no	yes	no	yes	yes
7394	no	yes	no	no	no
7395	yes	no	no	yes	no
7396	yes	no	yes	no	yes
7397	no	yes	no	no	no
7398	yes	no	no	no	no
7399	yes	no	no	yes	yes
7400	yes	yes	no	yes	no
7401	no	yes	no	yes	no
7402	no	yes	no	no	no
7403	no	yes	no	no	no
7404	yes	yes	no	no	no
7405	yes	yes	no	no	no
7406	no	yes	no	no	no
7407	no	no	yes	yes	yes
7408	yes	yes	yes	yes	yes
7409	yes	yes	yes	yes	yes
7410	yes	no	yes	yes	yes
7411	yes	no	no	yes	yes
7412	no	yes	no	yes	yes
7413	no	yes	no	yes	yes
7414	no	yes	no	no	no
7415	yes	yes	no	no	yes
7416	no	yes	no	no	no
7417	yes	yes	no	yes	yes
7418	yes	no	no	no	no
7419	yes	yes	yes	yes	no
7420	yes	yes	no	yes	no
7421	no	yes	no	no	yes
7422	yes	no	yes	no	yes
7423	no	yes	no	no	yes
7424	yes	yes	yes	yes	yes
7425	no	yes	no	no	no
7426	no	yes	no	no	no
7427	yes	yes	no	no	no
7428	yes	yes	yes	no	no
7429	yes	yes	no	yes	no
7430	no	yes	no	yes	no
7431	no	yes	no	yes	no
7432	no	yes	no	no	no
7433	yes	no	no	yes	no
7434	yes	no	yes	yes	yes
7435	yes	yes	yes	yes	yes
7436	no	no	no	no	yes
7437	no	yes	no	no	no
7438	yes	yes	no	yes	yes
7439	yes	no	no	yes	yes
7440	yes	no	yes	yes	yes
7441	yes	yes	yes	no	no
7442	no	yes	no	no	no
7443	yes	yes	no	no	no
7444	yes	yes	no	no	yes
7445	yes	yes	no	no	no
7446	no	no	no	yes	no
7447	yes	yes	yes	yes	yes
7448	no	yes	yes	yes	no
7449	yes	yes	no	yes	no
7450	no	yes	no	no	yes
7451	yes	yes	yes	yes	no
7452	yes	yes	yes	yes	yes
7453	no	yes	yes	no	no
7454	yes	yes	yes	yes	no
7455	no	yes	no	no	no
7456	yes	yes	yes	no	yes
7457	no	no	yes	yes	yes
7458	yes	no	yes	yes	yes
7459	yes	yes	no	yes	yes
7460	yes	no	no	yes	yes
7461	yes	no	no	no	no
7462	no	no	yes	no	yes
7463	yes	yes	yes	yes	no
7464	no	yes	yes	no	no
7465	yes	no	yes	yes	yes
7466	yes	no	no	no	no
7467	yes	yes	yes	yes	no
7468	yes	yes	no	yes	yes
7469	yes	no	yes	yes	yes
7470	no	yes	yes	no	yes
7471	no	yes	no	no	no
7472	no	yes	no	no	no
7473	no	yes	no	yes	no
7474	yes	yes	yes	yes	yes
7475	yes	yes	no	yes	yes
7476	yes	no	no	yes	no
7477	yes	no	no	yes	yes
7478	no	no	yes	no	no
7479	yes	yes	yes	yes	no
7480	yes	no	yes	yes	yes
7481	yes	yes	no	yes	no
7482	yes	no	yes	yes	yes
7483	no	no	no	no	no
7484	yes	yes	no	yes	no
7485	yes	no	yes	yes	yes
7486	no	yes	no	no	no
7487	yes	no	no	no	no
7488	yes	yes	yes	yes	no
7489	yes	yes	no	no	no
7490	yes	yes	yes	yes	no
7491	yes	no	yes	yes	yes
7492	no	yes	no	yes	no
7493	no	yes	no	no	no
7494	yes	no	yes	yes	no
7495	no	yes	yes	yes	no
7496	no	yes	yes	no	yes
7497	no	yes	no	no	no
7498	yes	yes	yes	yes	yes
7499	no	no	yes	yes	yes
7500	no	yes	no	yes	no
7501	no	yes	no	no	no
7502	yes	yes	no	no	no
7503	yes	yes	yes	yes	yes
7504	yes	yes	no	no	no
7505	yes	yes	no	yes	yes
7506	yes	yes	no	yes	yes
7507	no	yes	no	no	yes
7508	yes	yes	yes	yes	no
7509	yes	yes	no	no	yes
7510	yes	yes	yes	no	no
7511	yes	no	yes	yes	yes
7512	no	yes	no	yes	yes
7513	yes	no	yes	no	no
7514	yes	no	yes	yes	yes
7515	yes	no	no	no	no
7516	yes	yes	no	no	no
7517	no	yes	no	yes	no
7518	no	no	no	no	no
7519	no	yes	no	yes	yes
7520	yes	yes	no	yes	yes
7521	no	no	no	no	no
7522	yes	no	no	yes	yes
7523	yes	no	no	yes	no
7524	no	yes	no	no	no
7525	yes	no	no	no	no
7526	no	no	yes	no	no
7527	no	yes	no	yes	no
7528	no	yes	yes	no	no
7529	no	yes	no	no	no
7530	yes	yes	yes	yes	yes
7531	yes	yes	no	no	no
7532	yes	no	no	no	no
7533	yes	yes	no	no	no
7534	yes	yes	no	no	no
7535	yes	yes	no	yes	yes
7536	no	yes	yes	no	no
7537	yes	yes	no	no	yes
7538	yes	yes	no	yes	no
7539	no	no	no	yes	yes
7540	no	yes	no	yes	yes
7541	no	yes	no	no	no
7542	yes	yes	no	no	no
7543	yes	yes	no	yes	yes
7544	yes	yes	no	no	no
7545	no	yes	no	no	no
7546	no	yes	no	yes	no
7547	no	yes	no	yes	no
7548	no	yes	yes	no	no
7549	no	yes	no	no	no
7550	no	yes	no	no	no
7551	yes	no	yes	yes	yes
7552	no	yes	yes	no	no
7553	no	yes	yes	no	no
7554	yes	yes	yes	yes	no
7555	no	no	no	no	no
7556	no	yes	yes	no	yes
7557	no	yes	yes	yes	no
7558	no	no	no	no	no
7559	yes	yes	no	yes	no
7560	yes	no	yes	yes	yes
7561	no	yes	no	yes	yes
7562	no	yes	no	yes	no
7563	yes	yes	yes	no	no
7564	yes	yes	no	yes	no
7565	yes	yes	no	yes	no
7566	yes	yes	no	yes	no
7567	no	yes	yes	no	yes
7568	no	yes	no	no	no
7569	yes	yes	no	yes	yes
7570	yes	no	no	yes	no
7571	yes	no	no	yes	no
7572	no	yes	no	no	no
7573	no	yes	no	yes	yes
7574	no	yes	no	no	no
7575	no	yes	yes	yes	no
7576	no	yes	no	no	yes
7577	no	yes	yes	no	no
7578	no	no	no	no	yes
7579	no	yes	no	no	no
7580	yes	yes	no	no	no
7581	no	yes	no	no	no
7582	yes	yes	yes	yes	yes
7583	no	yes	no	no	no
7584	no	yes	yes	no	no
7585	no	yes	no	no	yes
7586	no	yes	no	yes	yes
7587	yes	yes	no	no	no
7588	yes	yes	no	yes	no
7589	yes	yes	yes	no	no
7590	no	yes	no	yes	no
7591	yes	yes	yes	no	yes
7592	yes	no	yes	yes	yes
7593	no	yes	yes	yes	yes
7594	yes	yes	yes	no	yes
7595	no	yes	no	no	no
7596	yes	no	yes	yes	no
7597	yes	yes	no	yes	no
7598	yes	yes	yes	yes	yes
7599	no	no	no	no	no
7600	no	yes	no	yes	no
7601	no	yes	yes	yes	yes
7602	no	yes	no	no	no
7603	yes	no	yes	yes	yes
7604	yes	no	no	no	yes
7605	no	no	yes	yes	yes
7606	yes	no	no	no	yes
7607	no	yes	no	no	no
7608	no	yes	yes	yes	no
7609	yes	yes	no	yes	no
7610	no	yes	yes	no	no
7611	yes	no	no	no	yes
7612	yes	no	no	no	no
7613	yes	yes	no	no	no
7614	yes	no	yes	yes	yes
7615	yes	no	yes	yes	yes
7616	yes	yes	yes	no	yes
7617	yes	yes	no	yes	no
7618	yes	yes	no	no	no
7619	no	no	yes	yes	no
7620	no	yes	yes	yes	yes
7621	no	no	yes	no	yes
7622	yes	yes	no	yes	no
7623	yes	yes	no	no	no
7624	yes	yes	no	yes	no
7625	no	no	no	yes	yes
7626	no	yes	no	no	yes
7627	yes	yes	no	yes	no
7628	yes	yes	no	yes	yes
7629	yes	yes	no	yes	yes
7630	yes	yes	no	no	yes
7631	no	yes	no	yes	no
7632	yes	yes	no	yes	no
7633	yes	yes	yes	no	no
7634	yes	yes	no	yes	no
7635	no	yes	no	no	no
7636	yes	no	yes	yes	yes
7637	yes	no	yes	yes	yes
7638	yes	yes	no	no	yes
7639	no	yes	yes	no	no
7640	no	yes	no	no	yes
7641	yes	no	yes	yes	no
7642	yes	no	no	yes	yes
7643	no	yes	no	no	no
7644	no	yes	yes	yes	no
7645	yes	yes	no	no	no
7646	yes	no	yes	yes	yes
7647	yes	yes	no	no	no
7648	no	yes	no	no	yes
7649	no	yes	yes	no	no
7650	yes	yes	yes	yes	yes
7651	yes	yes	no	yes	no
7652	yes	yes	no	yes	yes
7653	yes	yes	no	yes	no
7654	no	yes	yes	no	yes
7655	yes	yes	yes	yes	no
7656	no	yes	yes	yes	no
7657	yes	no	no	yes	no
7658	no	yes	yes	no	yes
7659	yes	yes	no	yes	yes
7660	no	yes	no	no	no
7661	yes	yes	no	no	no
7662	yes	yes	yes	no	yes
7663	no	yes	no	no	no
7664	yes	yes	no	yes	yes
7665	yes	yes	yes	no	yes
7666	yes	no	yes	yes	no
7667	yes	yes	yes	yes	yes
7668	yes	yes	no	yes	yes
7669	no	yes	no	no	no
7670	no	yes	no	no	no
7671	yes	yes	no	no	no
7672	yes	yes	yes	no	no
7673	yes	yes	no	yes	yes
7674	yes	no	yes	yes	yes
7675	no	yes	no	no	no
7676	no	no	yes	yes	yes
7677	no	yes	no	no	no
7678	yes	no	yes	yes	yes
7679	no	no	no	no	no
7680	yes	yes	no	yes	no
7681	no	yes	no	no	no
7682	yes	no	no	no	yes
7683	yes	yes	no	no	no
7684	no	no	no	no	yes
7685	yes	yes	no	no	yes
7686	no	yes	yes	no	yes
7687	yes	no	yes	no	yes
7688	yes	yes	no	no	no
7689	yes	yes	no	no	no
7690	yes	no	no	yes	yes
7691	no	yes	no	no	no
7692	yes	yes	yes	yes	yes
7693	yes	yes	no	no	no
7694	yes	yes	yes	no	yes
7695	yes	yes	no	yes	no
7696	yes	no	yes	yes	yes
7697	yes	yes	yes	yes	no
7698	no	no	yes	no	no
7699	yes	no	yes	yes	yes
7700	yes	yes	yes	yes	no
7701	yes	no	yes	yes	no
7702	no	yes	yes	yes	no
7703	no	no	no	no	no
7704	yes	yes	no	no	no
7705	yes	no	yes	yes	yes
7706	yes	no	yes	no	no
7707	yes	yes	yes	no	no
7708	no	yes	no	no	no
7709	yes	no	no	yes	no
7710	yes	no	yes	no	yes
7711	no	yes	no	no	no
7712	yes	no	no	no	no
7713	yes	yes	yes	no	yes
7714	no	no	no	no	no
7715	yes	yes	no	yes	yes
7716	yes	yes	no	yes	no
7717	yes	yes	yes	yes	yes
7718	no	yes	no	yes	no
7719	yes	no	yes	no	no
7720	yes	yes	no	yes	yes
7721	yes	yes	yes	yes	no
7722	no	yes	no	no	no
7723	yes	no	yes	yes	yes
7724	no	yes	no	no	no
7725	no	yes	no	yes	no
7726	yes	no	no	no	no
7727	yes	no	no	no	no
7728	yes	no	no	yes	yes
7729	yes	yes	yes	yes	yes
7730	yes	no	yes	yes	yes
7731	yes	yes	yes	yes	no
7732	yes	yes	yes	yes	no
7733	no	yes	no	no	no
7734	yes	yes	no	no	yes
7735	yes	yes	yes	yes	yes
7736	yes	no	no	yes	yes
7737	yes	yes	yes	yes	yes
7738	yes	yes	no	yes	no
7739	yes	no	no	yes	yes
7740	yes	yes	no	yes	yes
7741	no	yes	yes	no	no
7742	yes	yes	no	yes	no
7743	yes	yes	yes	no	no
7744	no	yes	yes	no	yes
7745	yes	yes	no	yes	no
7746	no	yes	yes	yes	yes
7747	no	yes	yes	yes	yes
7748	no	yes	no	no	no
7749	no	yes	no	no	no
7750	yes	yes	no	yes	no
7751	yes	yes	yes	no	no
7752	yes	yes	no	yes	no
7753	yes	no	no	yes	yes
7754	yes	yes	no	no	no
7755	no	no	no	yes	no
7756	yes	no	yes	no	no
7757	yes	no	yes	yes	yes
7758	yes	no	yes	no	no
7759	yes	yes	yes	no	no
7760	no	yes	yes	no	yes
7761	yes	yes	no	no	yes
7762	yes	yes	yes	no	no
7763	yes	no	yes	yes	yes
7764	no	no	yes	no	no
7765	yes	no	no	yes	yes
7766	no	yes	yes	no	no
7767	no	no	yes	no	no
7768	yes	no	no	no	no
7769	no	yes	no	no	no
7770	no	yes	no	no	yes
7771	yes	no	yes	yes	yes
7772	yes	no	yes	no	yes
7773	yes	yes	yes	no	yes
7774	no	yes	yes	no	yes
7775	yes	yes	no	yes	yes
7776	yes	yes	no	yes	no
7777	yes	yes	yes	yes	no
7778	yes	no	yes	yes	no
7779	no	yes	yes	no	yes
7780	no	yes	no	no	no
7781	yes	no	yes	yes	yes
7782	yes	no	yes	yes	yes
7783	no	yes	no	no	no
7784	no	yes	no	yes	no
7785	yes	yes	no	no	no
7786	yes	yes	no	no	yes
7787	yes	yes	no	yes	yes
7788	no	yes	no	no	no
7789	no	yes	yes	no	yes
7790	no	yes	no	no	no
7791	no	yes	no	no	no
7792	no	yes	no	yes	no
7793	no	yes	no	no	no
7794	yes	yes	yes	no	no
7795	yes	yes	yes	yes	no
7796	yes	yes	yes	yes	no
7797	yes	no	yes	yes	yes
7798	yes	yes	no	no	yes
7799	no	yes	no	no	yes
7800	yes	yes	yes	yes	yes
7801	yes	no	no	no	no
7802	yes	no	yes	yes	yes
7803	no	yes	no	no	no
7804	no	yes	no	no	no
7805	yes	no	yes	yes	no
7806	no	yes	yes	no	no
7807	yes	no	yes	yes	no
7808	yes	yes	yes	yes	yes
7809	yes	yes	yes	yes	yes
7810	no	yes	no	no	no
7811	yes	no	yes	no	yes
7812	no	yes	yes	yes	no
7813	yes	no	no	no	no
7814	yes	yes	no	no	no
7815	no	yes	yes	no	no
7816	no	yes	no	yes	no
7817	yes	yes	no	yes	yes
7818	yes	yes	no	no	no
7819	no	yes	no	no	no
7820	yes	yes	no	no	no
7821	no	yes	no	no	no
7822	yes	no	no	yes	yes
7823	no	yes	no	yes	no
7824	yes	yes	no	yes	no
7825	no	no	yes	no	yes
7826	yes	yes	no	no	no
7827	no	yes	no	yes	no
7828	yes	no	yes	yes	yes
7829	yes	no	yes	yes	yes
7830	no	yes	yes	yes	yes
7831	yes	no	yes	yes	yes
7832	yes	no	yes	yes	no
7833	yes	yes	no	no	no
7834	yes	yes	yes	no	yes
7835	no	yes	no	no	yes
7836	yes	no	yes	no	no
7837	no	yes	no	no	no
7838	yes	yes	no	no	no
7839	no	yes	yes	no	no
7840	yes	no	yes	yes	no
7841	yes	no	yes	yes	yes
7842	yes	yes	no	no	no
7843	yes	yes	no	no	no
7844	yes	yes	yes	no	no
7845	yes	no	yes	yes	yes
7846	yes	yes	no	no	no
7847	yes	yes	no	yes	no
7848	yes	no	yes	yes	yes
7849	yes	no	yes	no	yes
7850	no	yes	yes	no	no
7851	no	yes	yes	no	yes
7852	yes	yes	yes	yes	no
7853	no	yes	yes	no	no
7854	no	yes	no	no	no
7855	no	no	no	yes	yes
7856	no	yes	no	no	yes
7857	yes	yes	yes	yes	yes
7858	yes	yes	yes	yes	no
7859	yes	yes	no	yes	yes
7860	yes	yes	no	no	no
7861	yes	no	yes	no	yes
7862	yes	yes	yes	yes	yes
7863	yes	yes	no	no	yes
7864	no	no	no	no	yes
7865	yes	yes	no	no	yes
7866	yes	yes	no	no	no
7867	yes	yes	yes	yes	yes
7868	no	yes	no	no	yes
7869	yes	yes	no	yes	no
7870	no	yes	yes	yes	yes
7871	no	yes	no	no	no
7872	yes	yes	no	yes	no
7873	no	yes	no	yes	yes
7874	yes	yes	yes	yes	no
7875	no	yes	yes	no	no
7876	yes	yes	yes	no	yes
7877	yes	yes	yes	yes	yes
7878	no	yes	no	no	yes
7879	yes	yes	no	yes	yes
7880	yes	no	yes	no	yes
7881	yes	no	yes	yes	yes
7882	no	yes	no	no	no
7883	yes	yes	no	no	no
7884	no	yes	no	no	no
7885	no	no	no	no	no
7886	yes	yes	no	no	no
7887	yes	yes	yes	yes	yes
7888	yes	yes	yes	yes	yes
7889	yes	yes	yes	yes	yes
7890	no	yes	no	no	no
7891	no	yes	no	yes	no
7892	yes	no	yes	yes	yes
7893	no	yes	no	no	yes
7894	yes	no	yes	yes	no
7895	no	yes	yes	no	no
7896	yes	yes	yes	yes	yes
7897	no	no	no	no	no
7898	yes	yes	no	no	no
7899	no	yes	no	no	no
7900	no	no	no	no	no
7901	yes	yes	no	yes	no
7902	no	yes	yes	yes	yes
7903	yes	yes	no	yes	yes
7904	yes	yes	no	no	no
7905	no	yes	no	no	no
7906	yes	no	yes	yes	no
7907	yes	no	yes	yes	no
7908	no	yes	no	no	no
